# Imported from MATPOWER Case Format
mpc.version
2
mpc.version.end

# System MVA base
mpc.baseMVA
100
mpc.baseMVA.end

# Bus data: bus_i	type	Pd	Qd	Gs	Bs	area	Vm	Va	baseKV	zone	Vmax	Vmin
mpc.bus
       658         1     258.400000      66.700000       0.000000       5.870000         0       1.033527     -17.105510     220.000000         5       1.100000       0.900000
       659         1      -0.000000      -0.000000       0.174507      73.977052         0       1.017422       4.615720     380.000000         2       1.100000       0.900000
       661         1      -0.000000      -0.000000       0.000000       0.600000         0       1.032430       2.696385     380.000000         5       1.100000       0.900000
       662         1       0.000000      -0.000000       0.000000       4.140000         0       1.024218      12.670671     380.000000         8       1.100000       0.900000
       666         1      -5.610000      -2.790000       0.000000     150.930000         0       1.026932      -5.253561     380.000000         5       1.100000       0.900000
       676         1     109.300000      35.400000       0.000000       1.910000         0       1.014869       7.428066     150.000000         8       1.100000       0.900000
       678         1     232.100000      89.800000       0.000000       0.090000         0       0.992478     -18.157487     220.000000         5       1.100000       0.900000
       682         2       0.000000       0.000000       0.000000       0.000000         0       1.065269      -9.727900     220.000000         5       1.100000       0.900000
       686         2       0.000000       0.000000       0.000000       0.000000         0       1.018064     -46.297510     220.000000         4       1.100000       0.900000
       687         1      -0.000000       0.000000       0.000000       5.600000         0       1.061544      -2.812118     220.000000         5       1.100000       0.900000
       693         1      -0.000000       0.000000       0.000000      93.750000         0       1.061012     -39.827774     380.000000         4       1.100000       0.900000
       695         1      96.410000      26.500000       0.000000       0.080000         0       1.001537     -37.678502     220.000000         4       1.100000       0.900000
       698         2       0.000000       0.000000       0.000000       0.000000         0       1.001541     -29.277186     220.000000        10       1.100000       0.900000
       699         1      36.540000       8.400000       0.000000       6.580000         0       1.015964     -52.348502     220.000000         4       1.100000       0.900000
       702         1      -0.000000      -0.000000       0.000000       0.480000         0       1.007203     -35.129913     150.000000        10       1.100000       0.900000
       706         1     114.800000      22.800000       0.000000       5.660000         0       1.013760     -43.765710     220.000000         4       1.100000       0.900000
       707         1      83.990000      21.200000       0.000000       5.360000         0       1.052070     -25.233487     220.000000         5       1.100000       0.900000
       709         2       0.000000       0.000000       0.000000       0.000000         0       1.072146     -41.759147     380.000000         4       1.100000       0.900000
       710         1      76.380000       5.100000       0.000000       3.970000         0       1.050706     -44.831139     220.000000         4       1.100000       0.900000
       712         1     110.400000      41.900000       0.000000       1.880000         0       1.009829       2.033526     150.000000         8       1.100000       0.900000
       718         1     135.110000      41.000000       0.000000       5.310000         0       1.032536     -24.650501     220.000000         5       1.100000       0.900000
       720         1      -0.000000      -0.000000       0.000000      23.554121         0       0.977288     -27.197218     380.000000         5       1.100000       0.900000
       722         1       0.000000      -0.000000       0.000000       0.780000         0       1.011370       2.644420     150.000000         8       1.100000       0.900000
       726         1     400.300000     189.900000       0.000000       0.530000         0       1.052231      -3.670185     220.000000         5       1.100000       0.900000
       731         1       0.000000       0.000000       0.000000      61.480000         0       1.046473     -49.493910     380.000000         4       1.100000       0.900000
       733         1      58.360000      10.700000       0.000000       8.410000         0       1.004743       7.896935     110.000000         8       1.100000       0.900000
       739         2       0.000000       0.000000       0.000000       0.000000         0       1.040583     -42.074888     380.000000         4       1.100000       0.900000
       742         1       0.000000      -0.000000       0.000000       2.830000         0       1.061714      -2.813626     220.000000         5       1.100000       0.900000
       747         1      69.580000      16.000000       0.000000       3.030000         0       1.073334     -25.820576     220.000000         5       1.100000       0.900000
       749         2       0.000000       0.000000       0.000000       0.000000         0       1.054800     -27.879170     220.000000         5       1.100000       0.900000
       750         1      -0.000000      -0.000000       0.000000      18.630000         0       1.040343     -23.991429     220.000000         5       1.100000       0.900000
       751         2       0.000000       0.000000       0.000000       0.000000         0       1.023645     -43.450373     220.000000         4       1.100000       0.900000
       754         1     132.100000      32.400000       0.000000      58.290000         0       1.049395     -44.556915     380.000000         4       1.100000       0.900000
       757         2       0.000000       0.000000       0.000000       0.000000         0       1.016623     -13.357607     380.000000         5       1.100000       0.900000
       766         1      -0.000000       0.000000       0.000000       7.850000         0       1.045545     -20.829454     220.000000         5       1.100000       0.900000
       769         1     152.570000      40.000000       0.000000       6.120000         0       1.027271      -9.875390     220.000000         5       1.100000       0.900000
       772         1     343.900000     141.900000       0.000000       5.550000         0       1.031580     -14.111113     220.000000         5       1.100000       0.900000
       775         1     -55.140000     -27.140000       0.000000       0.000000         0       1.049954       8.672292     150.000000         8       1.100000       0.900000
       776         2       0.000000       0.000000       0.000000       0.000000         0       1.029038     -13.196073     220.000000         5       1.100000       0.900000
       778         2       0.000000       0.000000       0.000000       0.000000         0       1.051035      -6.550545     220.000000         5       1.100000       0.900000
       780         2       0.000000       0.000000       0.000000       0.000000         0       1.006139     -44.409519     220.000000        10       1.100000       0.900000
       784         1     -26.000000     -14.720000       0.000000       0.000000         0       1.026891       6.112964     150.000000         8       1.100000       0.900000
       785         1      -0.000000      -0.000000       0.000000       4.030000         0       1.032969     -33.341902     220.000000        10       1.100000       0.900000
       789         1      -0.000000      -0.000000       0.000000       6.630000         0       1.048014      -5.886145     220.000000         5       1.100000       0.900000
       790         1      -0.150000      -1.000000       0.000000       0.420000         0       1.057485      13.891240     110.000000         8       1.100000       0.900000
       792         1     295.300000      41.900000       0.000000       0.000000         0       1.007696      -3.668816     150.000000         2       1.100000       0.900000
       795         2       0.000000       0.000000       0.000000       0.000000         0       1.039638     -15.249725     220.000000         5       1.100000       0.900000
       797         1       2.000000     114.600000       0.000000      16.150000         0       1.019812     -39.356143     220.000000         4       1.100000       0.900000
       800         1      50.560000      18.000000       0.000000       0.110000         0       1.036211     -11.533016     220.000000         5       1.100000       0.900000
       803         2       0.000000       0.000000       0.000000       0.000000         0       1.043960     -24.546743     220.000000         5       1.100000       0.900000
